"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"99999994992","2003-01-01T23:59:00","","","","","SOD  ","6","","","","","","","","","","","","","","","","","0750","1620","","16s","","","29.60","","7.2","0s","0.8s","49s","24","7s","080","17","0.00","","","080","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 2424 HR MAX TEMP TIME (LST):2359 24 HR MIN TEMP (F):  724 HR MIN TEMP TIME (LST):0105 AVERAGE STATION PRESSURE:29.60  PEAK WIND SPEED (MPH): 17 PEAK WIND DIR (DEG):080 PEAK WIND TIME (LST):1051  FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG):080 FASTEST 2MIN TIME (LST):1033 AVERAGE WIND SPEED (MPH): 7.2 24 HR AVG TEMP (F):16 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","","","","","","","","","","2007-06-08"
"99999994992","2003-01-02T23:59:00","","","","","SOD  ","6","","","","","","","","","","","","","","","","","0750","1621","","28","","","29.56","","8.5","0","12.9","37","32","24","070","20","0.00","","","070","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 3224 HR MAX TEMP TIME (LST):1458 24 HR MIN TEMP (F): 2424 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.56  PEAK WIND SPEED (MPH): 20 PEAK WIND DIR (DEG):070 PEAK WIND TIME (LST):1616  FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG):070 FASTEST 2MIN TIME (LST):1614 AVERAGE WIND SPEED (MPH): 8.5 24 HR AVG TEMP (F):28 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","","","","","","","","","","2007-06-08"
"99999994992","2003-01-03T23:59:00","","","","","SOD  ","6","","","","","","","","","","","","","","","","","0750","1622","","26","","","29.34","","5.9","0","11.0","39","33","18","160","15","0.00","","","150","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 3324 HR MAX TEMP TIME (LST):2359 24 HR MIN TEMP (F): 1824 HR MIN TEMP TIME (LST):0751 AVERAGE STATION PRESSURE:29.34  PEAK WIND SPEED (MPH): 15 PEAK WIND DIR (DEG):160 PEAK WIND TIME (LST):2352  FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):150 FASTEST 2MIN TIME (LST):2336 AVERAGE WIND SPEED (MPH): 5.9 24 HR AVG TEMP (F):26 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","","","","","","","","","","2007-06-08"
"99999994992","2003-01-04T23:59:00","","","","","SOD  ","6","","","","","","","","","","","","","","","","","0750","1623","","33","","","29.20","","9.1","0","18.1","32","34","31","080","18","0.00","","","080","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 3424 HR MAX TEMP TIME (LST):1411 24 HR MIN TEMP (F): 3124 HR MIN TEMP TIME (LST):2027 AVERAGE STATION PRESSURE:29.20  PEAK WIND SPEED (MPH): 18 PEAK WIND DIR (DEG):080 PEAK WIND TIME (LST):1838  FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG):080 FASTEST 2MIN TIME (LST):1829 AVERAGE WIND SPEED (MPH): 9.1 24 HR AVG TEMP (F):33 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","","","","","","","","","","2007-06-08"
"99999994992","2003-01-05T23:59:00","","","","","SOD  ","6","","","","","","","","","","","","","","","","","0750","1624","","27","","","29.37","","5.4","0","12.2","38","35","18","330","24","0.00","","","330","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 3524 HR MAX TEMP TIME (LST):1112 24 HR MIN TEMP (F): 1824 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.37  PEAK WIND SPEED (MPH): 24 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):1641  FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG):330 FASTEST 2MIN TIME (LST):1641 AVERAGE WIND SPEED (MPH): 5.4 24 HR AVG TEMP (F):27 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","","","","","","","","","","2007-06-08"
"99999994992","2003-01-06T23:59:00","","","","","SOD  ","6","","","","","","","","","","","","","","","","","0750","1625","","23","","","29.54","","8.3","0","8.2","42","31","15","230","26","0.00","","","240","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 3124 HR MAX TEMP TIME (LST):2359 24 HR MIN TEMP (F): 1524 HR MIN TEMP TIME (LST):0619 AVERAGE STATION PRESSURE:29.54  PEAK WIND SPEED (MPH): 26 PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):2006  FASTEST 2MIN SPEED (MPH): 22FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1952 AVERAGE WIND SPEED (MPH): 8.3 24 HR AVG TEMP (F):23 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","","","","","","","","","","2007-06-08"
"99999994992","2003-01-07T23:59:00","","","","","SOD  ","6","","","","","","","","","","","","","","","","","0750","1626","","39","","","28.89","","12.6","0","24.2","26","48","30","330","36","0.00","","","320","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 4824 HR MAX TEMP TIME (LST):1424 24 HR MIN TEMP (F): 3024 HR MIN TEMP TIME (LST):0432 AVERAGE STATION PRESSURE:28.89  PEAK WIND SPEED (MPH): 36 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):2250  FASTEST 2MIN SPEED (MPH): 24FASTEST 2MIN DIR (DEG):320 FASTEST 2MIN TIME (LST):2039 AVERAGE WIND SPEED (MPH):12.6 24 HR AVG TEMP (F):39 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","","","","","","","","","","2007-06-08"
"99999994992","2003-01-08T23:59:00","","","","","SOD  ","6","","","","","","","","","","","","","","","","","0749","1628","","39","","","28.55","","9.8","0","24.3","26","49","29","330","44","0.01s","","","310","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD52324 HR PRECIPITATION (IN): 0.01 24 HR MAX TEMP (F): 4924 HR MAX TEMP TIME (LST):1442 24 HR MIN TEMP (F): 2924 HR MIN TEMP TIME (LST):0737 AVERAGE STATION PRESSURE:28.55  PEAK WIND SPEED (MPH): 44 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):1956  FASTEST 2MIN SPEED (MPH): 25FASTEST 2MIN DIR (DEG):310 FASTEST 2MIN TIME (LST):2136 AVERAGE WIND SPEED (MPH): 9.8 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .01  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","","","","","","","","","","2007-06-08"
"99999994992","2003-01-09T23:59:00","","","","","SOD  ","6","","","","","","","","","","","","","","","","","0749","1629","","24","","","28.92","","9.8","0","9.3","41","40","8","340","46","0.04s","","","340","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD54524 HR PRECIPITATION (IN): 0.04 24 HR MAX TEMP (F): 4024 HR MAX TEMP TIME (LST):0142 24 HR MIN TEMP (F):  824 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:28.92  PEAK WIND SPEED (MPH): 46 PEAK WIND DIR (DEG):340 PEAK WIND TIME (LST):1002  FASTEST 2MIN SPEED (MPH): 30FASTEST 2MIN DIR (DEG):340 FASTEST 2MIN TIME (LST):1002 AVERAGE WIND SPEED (MPH): 9.8 24 HR AVG TEMP (F):24 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .02  .02  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","","","","","","","","","","2007-06-08"
"99999994992","2003-01-10T23:59:00","","","","","SOD  ","6","","","","","","","","","","","","","","","","","0748","1630","","11","","","29.13","","10.6","0","-3.7","54","14","7","330","46","0.00","","","330","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 1424 HR MAX TEMP TIME (LST):1436 24 HR MIN TEMP (F):  724 HR MIN TEMP TIME (LST):0750 AVERAGE STATION PRESSURE:29.13  PEAK WIND SPEED (MPH): 46 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):1833  FASTEST 2MIN SPEED (MPH): 30FASTEST 2MIN DIR (DEG):330 FASTEST 2MIN TIME (LST):1908 AVERAGE WIND SPEED (MPH):10.6 24 HR AVG TEMP (F):11 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","","","","","","","","","","2007-06-08"
